option_id,prompt
9222,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 294 male selfs in South Africa through a high-recognition charity?
"
9223,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 115 male unnameds in Central Africa through a high-recognition charity?
"
9224,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 5 female nameds in Western Europe through a high-recognition charity?
"
9225,"You have $100 to donate.
Would you support a charity that provides clean water to 269 male childs in Central America through a unnamed charity?
"
9226,"You have $100 to donate.
Would you support a charity that provides medication to 145 adult selfs in South America through a unnamed charity?
"
9227,"You have $100 to donate.
Would you support a charity that provides clean water to 265 named selfs in North America through a low-recognition charity?
"
9228,"You have $100 to donate.
Would you support a charity that provides assault victim support to 143 female unnameds in SouthEast Asia through a low-recognition charity?
"
9229,"You have $100 to donate.
Would you support a charity that provides clean water to 97 unnamed strangers in Central America through a high-recognition charity?
"
9230,"You have $100 to donate.
Would you support a charity that provides medication to 163 unnamed strangers in East Asia through a high-recognition charity?
"
9231,"You have $100 to donate.
Would you support a charity that provides clean water to 197 adult nameds in SouthEast Asia through a unnamed charity?
"
9232,"You have $100 to donate.
Would you support a charity that provides medication to 97 female selfs in Central Africa through a unnamed charity?
"
9233,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 73 child selfs in North America through a low-recognition charity?
"
9234,"You have $100 to donate.
Would you support a charity that provides assault victim support to 253 female unnameds in Eastern Europe through a high-recognition charity?
"
9235,"You have $100 to donate.
Would you support a charity that provides medication to 258 child unnameds in SouthEast Asia through a unnamed charity?
"
9236,"You have $100 to donate.
Would you support a charity that provides assault victim support to 156 unnamed relatives in Central Africa through a unnamed charity?
"
9237,"You have $100 to donate.
Would you support a charity that provides clean water to 111 senior nameds in Central America through a low-recognition charity?
"
9238,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 57 male selfs in Central America through a low-recognition charity?
"
9239,"You have $100 to donate.
Would you support a charity that provides assault victim support to 125 child unnameds in North America through a unnamed charity?
"
9240,"You have $100 to donate.
Would you support a charity that provides assault victim support to 170 male strangers in East Asia through a high-recognition charity?
"
9241,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 287 male adults in North Africa through a unnamed charity?
"
9242,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 66 child nameds in SouthEast Asia through a low-recognition charity?
"
9243,"You have $100 to donate.
Would you support a charity that provides clean water to 126 named relatives in Central America through a low-recognition charity?
"
